ACCESSION	GSE1730
TITLE	mRNA abundance from wild type

EXP	NAME	STDDEV	SAMPLES	TIMEPOINT	CHANNELS	TEST COL	TEST BKGD	CNTL COL	CNTL BKGD	LOG	NORM	RMA DATA
70	mRNA abundance WT on LB / Genomic DNA from dnaC(ts) mutant	0.929	GSM30231,GSM30232,GSM30233,GSM30234		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
71	mRNA abundance WT on LB / Genomic DNA from dnaC(ts) mutant (dye swap)	0.875	GSM30235,GSM30236,GSM30237,GSM30238		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
72	mRNA abundance gyrA D82G mutant on LB / Genomic DNA from dnaC(ts) mutant	1.135	GSM30239,GSM30240,GSM30241,GSM30242		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
73	mRNA abundance gyrA D82G mutant on LB / Genomic DNA from dnaC(ts) mutant (dye swap)	0.969	GSM30243,GSM30244,GSM30245,GSM30246		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
74	mRNA abundance (wt in LB, norfloxacin for 10 min)  / Genomic DNA from dnaC(ts) mutant	0.697	GSM30247,GSM30248,GSM30249,GSM30250		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
75	mRNA abundance (wt in LB, norfloxacin for 10 min) / Genomic DNA from dnaC(ts) mutant (dye swap)	0.631	GSM30251,GSM30252,GSM30253,GSM30254		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
76	mRNA abundance (wt in LB, norfloxacin for 30 min) / Genomic DNA from dnaC(ts) mutant	0.904	GSM30255,GSM30256,GSM30257,GSM30258		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
77	mRNA abundance (wt in LB, norfloxacin for 30 min) / Genomic DNA from dnaC(ts) mutant (dye swap)	0.811	GSM30259,GSM30260,GSM30261,GSM30262		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
78	mRNA abundance (gyrA D82G, LB) / mRNA abundance (wt, LB)	0.285	GSM30330,GSM30331,GSM30332,GSM30333		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
79	mRNA abundance (gyrA D82G, LB) / mRNA abundance (wt, LB) (dye swap)	0.345	GSM30334,GSM30335,GSM30336,GSM30337		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
80	mRNA abundance (wt, M9) / Genomic DNA from dnaC(ts) mutant	0.300	GSM30338,GSM30339,GSM30340,GSM30341		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	

LABELS
LOCUSTAG	Locus_Tag
GENE	Name
EXP_num_M	Ratio of Test/Control
EXP_num_A	Average=0.5*(Test+Control)
EXP_num_TestInt	Test Intensity
EXP_num_CntlInt	Control Intensity

LOCUSTAG	GENE	EXP_70_M	EXP_70_A	EXP_70_TestInt	EXP_70_CntlInt	EXP_71_M	EXP_71_A	EXP_71_TestInt	EXP_71_CntlInt	EXP_72_M	EXP_72_A	EXP_72_TestInt	EXP_72_CntlInt	EXP_73_M	EXP_73_A	EXP_73_TestInt	EXP_73_CntlInt	EXP_74_M	EXP_74_A	EXP_74_TestInt	EXP_74_CntlInt	EXP_75_M	EXP_75_A	EXP_75_TestInt	EXP_75_CntlInt	EXP_76_M	EXP_76_A	EXP_76_TestInt	EXP_76_CntlInt	EXP_77_M	EXP_77_A	EXP_77_TestInt	EXP_77_CntlInt	EXP_78_M	EXP_78_A	EXP_78_TestInt	EXP_78_CntlInt	EXP_79_M	EXP_79_A	EXP_79_TestInt	EXP_79_CntlInt	EXP_80_M	EXP_80_A	EXP_80_TestInt	EXP_80_CntlInt
b1607	ydgC	0.236	11.469	3076.342	2612.110	-0.320	12.011	3694.082	4611.435	-0.152	12.862	7062.680	7847.405	0.010	12.736	6845.784	6798.496	-0.693	10.393	1057.543	1709.667	-0.559	11.377	2191.192	3228.168	-0.191	9.543	698.202	797.035	0.059	9.411	694.822	666.980	-0.311	9.904	860.183	1067.115	-0.180	9.380	625.992	709.176	0.396	10.341	1487.836	1130.700
b1608	rstA	-0.836	11.819	2704.226	4827.297	1.052	12.051	6110.184	2946.936	0.207	13.155	9799.551	8489.713	0.381	12.902	8734.443	6707.224	-0.165	9.689	779.551	874.006	0.151	11.005	2165.523	1950.327	0.164	9.279	657.570	586.912	0.016	9.597	778.741	770.152	-0.248	10.357	1203.483	1429.208	-0.313	9.651	721.322	896.090	-0.076	12.053	4138.809	4362.683
b1609	rstB	0.613	11.943	4869.304	3183.725	-0.388	12.103	3845.619	5032.292	-0.490	13.066	7236.117	10162.727	-0.716	12.927	6076.395	9981.217	-0.599	10.661	1315.595	1992.688	-0.805	11.690	2499.632	4367.222	-0.344	9.714	745.467	946.199	-0.685	10.025	821.718	1321.078	0.092	10.277	1280.951	1201.816	-0.161	9.244	573.441	641.142	0.026	11.734	3437.157	3375.768
b1610	tus	0.094	11.524	3042.412	2850.501	0.042	11.453	2844.580	2762.962	-0.330	12.448	4983.695	6264.571	0.048	12.262	4994.069	4830.645	-0.206	10.482	1331.651	1536.040	-0.154	11.043	2000.299	2225.633	0.291	9.576	844.235	690.023	0.079	9.638	818.875	775.240	0.033	9.408	687.159	671.619	0.004	9.229	600.908	599.244	0.169	12.006	4361.171	3879.083
b1611	fumC	-0.622	11.131	1807.776	2782.180	0.020	12.341	5224.220	5152.297	2.499	11.159	5436.642	961.738	0.493	11.093	2591.371	1841.289	0.733	10.230	1548.333	931.557	0.363	10.903	2171.536	1688.469	-1.041	11.686	2296.944	4726.315	-0.564	9.816	741.344	1095.976	-0.089	10.544	1447.653	1539.771	-0.522	9.668	678.874	974.825	-0.684	12.277	3915.552	6290.679
b1612	fumA	-1.462	10.690	995.309	2741.976	-0.118	12.117	4264.024	4627.445	1.612	10.831	3184.829	1041.899	-0.190	10.484	1340.913	1529.665	0.598	10.048	1302.439	860.481	0.387	10.859	2123.900	1624.185	0.304	7.979	280.333	227.071	0.235	7.970	272.007	231.120	-0.019	10.030	1038.654	1052.424	-0.627	8.817	362.918	560.473	0.072	11.913	3953.734	3761.259
b1613	manA	-0.395	11.617	2739.126	3601.794	-0.050	12.550	5893.872	6101.719	-0.072	12.839	7146.395	7512.097	0.118	12.754	7196.102	6630.951	-0.119	10.262	1178.307	1279.620	-0.314	11.522	2637.582	3278.909	-0.632	9.713	674.185	1044.792	-0.705	9.646	627.512	1022.936	-0.467	11.090	1854.096	2562.791	-0.252	10.524	1349.304	1606.828	0.197	12.370	5667.513	4944.127
b1614	ydgA	-0.436	12.206	4062.072	5495.367	0.626	12.604	7734.005	5011.407	0.395	12.974	9226.067	7016.326	0.700	13.199	11985.479	7377.928	-0.164	10.906	1812.795	2031.036	-0.294	11.779	3173.810	3891.202	0.189	10.041	1124.837	986.722	-0.145	10.163	1090.293	1205.570	0.099	12.298	5211.562	4865.931	0.137	11.824	3801.887	3457.468	0.101	11.857	3841.622	3581.877
b1615	uidC	0.335	11.123	2504.835	1985.794	-0.583	11.672	2666.072	3993.672	0.188	12.087	4643.510	4076.174	-0.145	11.884	3594.312	3974.341	-0.423	9.962	861.376	1154.858	-0.314	10.791	1589.106	1975.497	-0.408	9.526	640.032	849.223	-0.678	9.555	594.692	951.461	0.154	8.975	530.791	477.051	-0.208	8.783	409.864	473.428	0.185	11.881	4021.450	3537.465
b1616	uidB	0.610	11.952	4894.684	3206.981	-0.740	12.332	3989.521	6663.202	0.688	12.305	6422.859	3986.757	0.397	12.419	6284.142	4772.402	0.115	10.351	1359.160	1255.025	-0.083	11.523	2859.406	3028.736	0.023	10.356	1321.078	1300.184	-0.563	9.764	715.347	1056.810	-0.013	8.487	357.178	360.411	-0.436	8.411	292.643	395.902	-0.283	9.981	916.188	1114.747
b1617	uidA	0.817	11.277	3293.715	1869.582	-0.645	11.457	2248.115	3515.465	-1.515	12.736	4035.411	11533.158	-1.201	12.576	4027.029	9258.097	-0.599	10.003	833.767	1262.878	-0.399	11.284	2171.536	2863.373	-0.940	9.465	510.229	978.888	-0.865	9.705	618.444	1126.397	0.028	9.671	823.143	807.322	-0.019	8.670	404.641	410.006	0.091	11.844	3793.990	3562.070
b1618	uidR	0.762	11.655	4199.495	2476.351	-0.400	11.807	3119.286	4115.922	-1.024	13.120	6242.897	12695.240	-0.860	13.147	6732.842	12220.367	-0.186	10.125	1046.967	1191.035	-0.204	11.627	2946.936	3394.539	-0.682	9.538	586.912	941.619	-0.669	10.232	953.772	1516.469	0.030	10.793	1792.801	1755.906	0.436	9.531	860.481	636.052	-0.297	12.219	4301.130	5284.312
b1619	hdhA	-0.187	11.082	2031.740	2312.921	-0.059	11.728	3323.528	3462.264	1.805	12.653	12039.601	3445.506	0.685	12.373	6725.846	4183.515	0.845	9.049	709.914	395.217	0.350	10.178	1307.867	1026.132	1.249	9.777	1352.582	569.085	0.555	9.118	673.484	458.412	0.220	10.939	2118.753	1819.088	0.116	10.092	1136.199	1048.419	-0.256	12.134	4113.070	4911.677
b1620	malI	0.285	11.050	2340.336	1920.811	-0.520	11.782	2940.814	4216.996	-0.612	12.128	3620.567	5533.590	-0.374	12.057	3743.054	4850.777	-0.636	10.207	948.169	1473.468	-0.386	11.009	1802.770	2355.798	-0.662	10.179	921.602	1458.227	-0.380	10.040	922.880	1200.983	-0.105	10.282	1200.567	1291.203	0.046	8.722	429.049	415.585	-0.013	11.838	3644.487	3677.475
b1621	malX	0.694	11.448	3553.438	2196.514	-0.456	11.637	2719.263	3730.104	-1.071	12.801	4923.607	10343.953	-0.941	12.480	4123.061	7915.693	-0.634	10.578	1227.068	1904.241	-0.806	11.715	2542.444	4445.100	-0.711	9.625	617.160	1010.252	-0.867	9.812	665.595	1213.956	-0.250	10.144	1037.575	1233.892	-0.230	9.095	504.951	592.224	0.097	9.968	1035.779	968.427
b1622	malY	0.276	11.854	4073.350	3364.089	0.151	12.021	4379.347	3944.154	-0.359	12.941	6943.753	8905.618	-0.022	12.787	7013.894	7121.671	0.822	10.245	1613.525	912.702	0.838	11.270	3301.715	1847.041	0.223	9.848	995.654	853.058	-0.012	10.220	1187.737	1197.658	-0.061	11.422	2686.477	2802.503	-0.164	10.136	1063.055	1191.035	0.134	12.011	4323.548	3940.055
b1623	add	-0.077	12.257	4765.791	5027.063	0.435	12.286	5806.689	4295.171	0.297	13.490	12752.566	10379.865	0.896	13.069	11722.560	6299.406	0.258	10.873	2050.841	1715.008	0.447	11.550	3500.875	2568.126	0.548	10.035	1268.581	867.668	0.355	10.192	1322.911	1034.344	0.302	10.807	1989.238	1613.525	0.262	10.291	1371.938	1144.102	0.154	11.862	3926.423	3528.893
b1624	ydgJ	-0.213	11.216	2209.494	2561.015	0.321	11.677	3659.675	2929.624	-0.414	12.549	5191.731	6917.332	-0.292	12.489	5195.331	6360.833	0.044	10.489	1459.239	1415.406	-0.035	11.228	2369.719	2427.911	0.026	10.283	1257.201	1234.747	0.237	9.972	1090.293	925.122	-0.284	10.798	1613.525	1964.573	-0.140	9.437	660.310	727.599	-0.335	10.934	1741.965	2197.275
b1625	cnu	-0.219	10.784	1634.349	1902.262	0.161	11.496	3054.033	2731.542	0.579	11.606	3809.801	2550.386	-0.323	11.305	2262.183	2829.831	-0.086	9.899	926.727	983.649	0.256	10.780	1921.477	1609.057	0.961	9.281	867.969	445.876	0.264	9.464	773.898	644.484	-0.127	8.736	408.021	445.567	-0.165	8.816	425.643	477.216	0.087	12.202	4855.823	4571.652
b1626	ydgK	0.082	11.959	4096.000	3869.684	0.166	11.979	4275.863	3811.122	-0.186	13.204	8847.168	10064.585	0.055	12.715	6852.905	6596.568	0.293	10.715	1860.533	1518.572	0.262	11.652	3524.004	2938.777	1.394	10.243	1964.573	747.536	1.043	10.351	1874.773	909.860	-0.080	11.014	2011.422	2126.109	-0.278	9.810	815.194	988.433	-0.061	12.246	4755.891	4961.291
b1627	rsxA	-0.486	11.111	1868.934	2617.547	0.113	11.607	3243.869	2999.487	0.496	12.457	6677.073	4734.512	0.089	12.032	4319.055	4060.664	0.381	10.626	1803.395	1384.837	0.443	11.642	3726.227	2741.025	1.281	10.205	1840.013	757.184	1.141	10.085	1612.966	731.391	-0.118	9.901	917.777	995.999	-0.189	9.065	501.637	571.853	-0.246	12.188	4284.764	5081.364
b1628	rsxB	0.064	11.092	2231.812	2134.970	0.109	11.121	2312.921	2144.611	-0.309	12.312	4568.485	5659.661	-0.265	12.103	4013.096	4822.281	0.383	10.380	1521.733	1166.928	0.216	11.185	2509.180	2160.276	1.064	9.491	1040.456	497.654	0.885	9.634	1079.764	584.679	0.092	9.405	699.898	656.659	-0.199	8.624	368.239	422.703	0.008	11.543	2992.219	2975.672
b1629	rsxC	-0.261	11.276	2265.321	2714.555	-0.102	11.934	3776.934	4053.634	-0.257	12.976	7370.261	8807.397	-0.161	12.745	6492.237	7258.723	-0.618	11.418	2208.728	3389.837	-0.264	11.972	3666.023	4402.173	0.367	10.947	2241.890	1738.347	0.447	10.604	1817.198	1333.036	-0.043	10.467	1394.469	1436.657	-0.107	9.827	875.219	942.599	-0.030	12.172	4566.902	4662.862
b1630	rsxD	0.523	11.782	4221.383	2937.758	-0.287	11.992	3687.686	4499.347	-0.459	13.056	7263.756	9984.677	-0.606	12.912	6247.226	9508.486	0.072	10.858	1902.921	1810.284	0.161	11.727	3584.360	3205.870	0.405	9.882	1085.768	820.011	0.475	9.962	1175.860	845.992	0.068	10.389	1372.890	1309.681	0.022	9.395	678.404	668.137	0.007	11.981	4052.229	4032.615
b1631	rsxG	-0.087	10.841	1779.801	1890.432	0.052	10.993	2075.150	2001.686	1.115	11.910	5663.586	2614.827	-0.042	11.419	2698.609	2778.326	0.282	10.281	1371.938	1128.351	0.077	10.717	1728.734	1638.886	0.923	9.403	932.203	491.654	0.047	9.055	540.631	523.302	0.016	9.657	811.811	802.857	-0.239	8.946	453.985	535.781	-0.045	11.809	3532.564	3644.487
b1632	rsxE	0.072	10.703	1709.075	1625.874	-0.202	11.199	2191.951	2521.384	0.407	12.660	7452.455	5620.567	-0.368	12.252	4293.683	5541.266	0.150	10.249	1281.840	1155.259	-0.147	11.028	1984.418	2197.275	0.171	9.289	663.752	589.562	0.007	9.083	543.637	541.006	0.104	9.281	644.931	600.075	-0.187	8.798	417.172	474.907	-0.224	11.459	2604.878	3042.412
b1633	nth	0.009	11.064	2147.586	2134.230	0.355	11.346	2943.874	2301.725	-0.132	12.877	7186.133	7874.650	-0.105	12.581	5908.188	6354.223	0.835	10.510	1947.625	1091.805	0.253	11.253	2664.225	2235.683	-0.014	9.503	722.073	729.114	0.249	9.614	854.241	718.827	0.089	10.151	1172.604	1102.452	-0.041	9.024	513.244	528.039	-0.176	11.946	3712.049	4193.677
b1634	dtpA	1.313	12.675	10308.166	4148.862	-1.190	12.994	5400.959	12322.437	-0.418	13.517	10141.616	13549.951	-0.501	13.219	8015.073	11342.885	-1.709	11.354	1447.653	4732.871	-0.581	11.845	3007.815	4499.347	-1.375	10.137	699.170	1813.423	-1.186	10.284	826.574	1880.630	-0.344	10.987	1801.521	2286.619	0.066	10.072	1101.306	1052.059	-0.141	12.360	5006.199	5520.182
b1635	gst	-0.217	11.739	3170.512	3685.131	0.207	11.969	4307.097	3731.397	-0.261	12.274	4524.366	5421.589	-0.093	11.990	3938.690	4200.950	-0.519	10.404	1131.876	1621.935	-0.269	11.345	2369.719	2855.445	-0.273	9.292	570.269	689.067	-0.332	9.643	712.625	897.022	-0.677	10.736	1348.837	2156.536	-0.423	9.873	809.844	1085.768	0.050	12.027	4246.328	4101.682
b1636	pdxY	-0.889	11.275	1820.981	3372.260	0.899	11.639	4355.130	2335.475	1.095	12.147	6628.653	3103.112	0.712	11.754	4420.519	2698.609	0.213	10.327	1382.918	1193.101	-0.014	11.021	2067.971	2088.136	0.665	8.958	626.209	394.943	0.151	9.064	563.980	507.935	0.288	10.452	1547.796	1267.702	0.137	9.709	877.649	798.141	-0.152	11.157	2166.274	2406.966
b1637	tyrS	-0.991	11.798	2525.757	5020.099	1.129	12.335	7640.758	3493.603	1.203	12.729	10301.023	4474.467	1.579	12.671	11272.345	3773.009	0.764	10.827	2367.256	1393.986	0.678	11.440	3514.247	2196.514	0.642	10.038	1313.317	841.605	0.630	10.022	1293.442	835.792	0.031	12.029	4224.310	4134.508	0.041	10.925	1972.077	1916.821	0.427	12.569	7045.567	5240.541
b1638	pdxH	-0.256	11.768	3191.458	3811.122	0.723	11.989	5222.410	3163.926	0.132	12.944	8248.980	7527.734	0.235	12.755	7499.091	6371.865	-0.390	10.690	1443.144	1891.087	0.354	11.419	3095.593	2422.028	-0.284	9.806	811.248	987.749	-0.218	9.539	689.784	802.301	-0.051	10.700	1634.349	1693.157	-0.172	10.013	973.475	1096.736	0.045	12.254	4961.291	4808.929
b1639	mliC	-1.194	10.863	1231.329	2817.110	0.835	10.943	2629.367	1473.979	0.751	11.882	4896.381	2909.388	0.416	12.040	4864.244	3645.750	0.437	9.236	701.598	518.248	0.134	10.239	1265.946	1153.658	1.025	9.329	917.459	450.849	0.606	9.401	834.056	547.988	0.087	9.900	984.672	927.048	0.478	9.044	622.962	447.269	-0.019	11.298	2501.365	2534.526
b1640	anmK	-0.211	11.502	2695.804	3120.367	0.248	11.710	3650.808	3074.210	-0.191	12.625	5912.285	6749.196	0.167	12.148	4808.929	4283.279	-0.337	10.369	1176.675	1486.290	-0.004	11.479	2850.501	2858.416	-0.286	9.712	759.549	926.084	-0.298	9.662	730.631	898.267	-0.045	8.608	384.143	396.314	0.043	9.596	785.518	762.451	-0.303	11.929	3510.595	4331.047
b1641	slyB	-1.428	12.578	3727.519	10029.764	1.615	12.741	11981.326	3911.483	1.549	13.702	22796.109	7790.499	1.456	13.730	22505.656	8203.364	0.215	10.805	1927.480	1660.613	0.395	11.368	3030.836	2304.918	0.246	10.377	1448.155	1221.129	0.483	9.992	1203.900	861.376	0.061	12.154	4654.789	4462.078	0.334	11.938	4405.225	3494.814	-0.125	12.978	7725.968	8425.228
b1642	slyA	-0.827	11.486	2153.548	3820.379	0.833	11.834	4872.681	2735.332	0.714	12.629	8112.889	4945.841	1.073	12.236	6996.899	3325.833	-0.343	10.363	1169.357	1483.203	-0.126	11.162	2193.471	2393.656	0.110	9.621	818.024	757.972	0.002	9.450	699.898	698.928	-0.071	9.492	702.571	738.012	-0.401	10.232	1046.604	1381.960	-0.147	12.371	5034.037	5574.010
b1643	ydhI	0.038	11.148	2299.333	2239.561	0.106	11.111	2294.557	2132.012	0.959	12.620	8776.926	4514.968	0.454	12.446	6530.601	4767.443	0.011	9.767	874.612	867.969	-0.115	9.335	620.591	672.085	0.436	9.580	890.209	658.026	0.022	8.376	334.764	329.698	0.355	8.427	389.236	304.332	0.301	9.841	1017.985	826.287	0.380	11.940	4482.227	3444.312
b1644	ydhJ	0.134	10.674	1711.446	1559.643	-0.088	11.107	2139.414	2273.974	0.144	12.269	5188.134	4695.295	-0.064	11.839	3583.118	3745.649	-0.399	10.078	941.293	1241.183	-0.361	11.063	1887.813	2424.548	0.268	9.203	646.721	537.083	-0.293	9.097	494.731	606.137	0.183	9.334	687.635	605.717	-0.179	8.972	471.953	534.298	-0.394	11.717	2936.740	3858.970
b1645	ydhK	0.377	10.874	2138.673	1646.857	-0.526	11.092	1819.088	2619.362	0.410	12.406	6255.892	4708.331	-0.154	12.221	4525.935	5035.782	-0.355	9.757	765.098	978.549	-0.396	10.857	1616.883	2127.583	-0.231	9.559	696.269	817.174	-0.347	9.196	520.048	661.455	0.097	9.456	726.339	679.109	0.331	9.032	587.115	466.748	-0.316	11.454	2514.403	3130.115
b1646	sodC	-0.479	11.405	2296.944	3201.428	0.383	10.114	1265.507	970.443	0.083	12.302	5197.132	4906.573	0.299	12.158	5069.051	4120.204	-0.182	10.136	1056.444	1198.488	-0.303	11.088	1959.813	2417.835	-0.130	9.310	606.767	663.982	-0.025	9.328	637.155	648.292	0.049	10.850	1877.374	1814.681	0.113	10.314	1323.828	1224.095	0.207	12.233	5171.976	4480.674
b1647	ydhF	0.150	11.726	3568.248	3215.885	-0.354	12.350	4617.832	5902.048	-0.257	12.965	7314.279	8740.499	-0.205	12.527	5497.271	6336.630	-0.606	10.699	1347.435	2050.841	-0.603	11.395	2185.125	3318.924	-0.528	9.668	677.464	976.855	-0.633	9.672	655.068	1015.870	-0.417	11.725	2929.624	3911.483	-0.404	11.212	2062.245	2728.704	-0.268	12.826	6617.176	7967.989
b1648	ydhL	0.028	10.538	1501.304	1472.447	-0.446	12.024	3568.248	4860.874	0.163	12.458	5953.408	5317.381	-0.087	12.466	5489.656	5830.888	-0.404	9.361	571.655	756.397	-0.426	10.531	1276.520	1715.008	-0.217	9.054	493.019	573.043	-0.504	9.184	488.427	692.658	-0.264	9.588	702.327	843.357	0.164	8.470	375.326	334.996	-0.075	11.626	3079.542	3243.869
b1649	nemR	0.202	10.468	1519.099	1320.620	0.005	10.814	1803.395	1797.156	0.115	12.149	4726.315	4364.195	-0.290	11.927	3521.563	4305.604	-0.299	9.998	921.921	1134.232	-0.270	10.561	1375.748	1658.887	-0.424	8.827	392.079	526.030	-0.306	8.902	430.241	531.896	-0.142	9.736	811.811	895.780	-0.245	8.489	330.041	391.129		11.613		
b1650	nemA																																												
b1651	gloA	-0.982	11.373	1887.159	3727.519	0.527	12.294	6028.152	4183.515	0.275	13.201	10358.303	8560.623	0.360	13.130	10155.685	7912.950	0.035	10.430	1396.403	1362.934	0.106	11.199	2438.875	2266.107	-0.135	8.993	486.232	533.927	0.065	9.395	688.589	658.254	-0.090	10.331	1248.517	1328.884	-0.041	10.164	1131.092	1163.697	-0.044	12.147	4466.720	4605.046
b1652	rnt	-0.586	11.279	2028.222	3044.522	0.711	11.719	4313.072	2634.841	0.009	12.037	4215.535	4189.319	0.273	11.826	3990.904	3302.860	-0.112	9.981	972.126	1050.602	-0.118	9.853	887.744	963.406	-0.246	9.513	670.921	795.655	-0.126	9.435	662.603	723.074	-0.129	9.676	782.258	855.426	0.239	8.881	512.177	433.985	-0.086	11.508	2826.890	3000.527
b1653	lhr	0.581	11.611	3825.679	2557.467	-0.226	11.150	2101.203	2457.541	-0.037	12.108	4358.150	4471.366	0.140	12.130	4705.068	4269.940	-0.342	10.484	1272.103	1612.407	-0.064	11.167	2248.894	2350.904	-0.466	10.078	919.688	1270.341	-0.181	9.519	689.067	781.174	0.248	10.212	1292.546	1088.405		9.371			-0.182	11.261	2304.120	2613.921
b1654	grxD	-1.129	11.625	2135.710	4670.949	1.380	12.023	6714.201	2579.722	1.698	12.846	13261.901	4087.491	1.938	12.704	13061.202	3408.686	1.347	10.482	2281.078	896.711	1.323	11.068	3395.716	1357.278	1.735	9.393	1226.643	368.495	1.552	9.476	1219.437	415.873	-0.352	11.847	3260.777	4161.823	-0.075	10.546	1456.712	1534.444	-0.354	12.552	5311.855	6789.078
b1655	ydhO	0.387	12.032	4788.971	3662.213	-0.170	12.699	6268.915	7052.896	0.195	13.386	11453.493	10005.461	0.113	13.346	10828.156	10012.399	-0.012	10.231	1196.828	1206.824	0.196	11.291	2681.826	2341.147	-0.066	9.517	716.091	749.612	-0.288	9.621	712.625	870.077	-1.661	12.070	2417.835	7646.056	-0.957	11.022	1492.484	2897.313	0.097	12.366	5459.299	5104.309
b1656	sodB	-1.680	12.172	2577.935	8260.423	1.715	12.656	11694.155	3562.070	1.689	13.235	17312.183	5369.232	2.254	12.666	14194.063	2975.672	0.815	12.010	5470.663	3109.571	1.196	12.604	9423.191	4113.070	1.883	11.035	4029.821	1092.562	0.937	11.276	3431.206	1792.180	-0.753	13.100	6763.245	11398.055	-0.563	12.166	3780.863	5585.613	-0.051	11.566	2978.768	3085.952
b1657	ydhP	0.857	11.391	3614.299	1995.452	-0.480	11.675	2768.713	3861.645	-0.531	12.930	6492.237	9380.831	-0.643	12.354	4189.319	6541.927	-0.498	10.276	1043.345	1473.468	-0.243	11.184	2138.673	2531.014	-0.603	9.419	555.445	843.650	-0.553	9.553	620.161	909.860	-0.047	10.411	1339.520	1383.877	-0.201	8.971	468.044	538.014	-0.146	12.153	4329.546	4790.631
b1658	purR	-0.145	11.302	2401.134	2655.007	0.189	11.783	3762.563	3300.571	-0.302	12.143	4073.350	5021.839	0.123	12.009	4301.130	3949.625	-0.149	9.926	923.841	1024.355	-0.365	11.035	1848.962	2381.244	0.011	9.443	698.686	693.379	-0.278	9.443	632.096	766.425	-0.188	9.988	951.461	1083.888	-0.091	8.705	404.361	430.688	-0.285	11.643	2897.313	3530.116
b1659	ydhB	0.443	10.978	2351.719	1729.932	-0.069	11.217	2324.170	2438.030	-1.111	12.356	3567.011	7704.577	-0.765	12.451	4295.171	7299.085	0.019	10.044	1062.686	1048.783	0.031	11.177	2340.336	2290.584	-1.030	8.880	329.698	673.251	-0.678	9.352	516.634	826.574	-0.383	10.133	983.308	1282.284	-0.055	8.911	472.280	490.633	0.056	11.802	3640.700	3502.089
b1660	ydhC	0.420	11.452	3240.498	2422.028	-0.235	11.648	2958.192	3481.516	-0.754	12.880	5804.677	9789.368	-0.539	12.621	5226.031	7593.241	0.170	10.206	1252.852	1113.588	0.209	11.412	2929.624	2534.526	-0.189	9.255	572.249	652.349	-0.401	9.624	686.683	906.712	-0.091	10.445	1350.708	1438.650	-0.126	8.691	395.628	431.734	0.045	11.859	3773.009	3657.140
b1661	cfa	0.158	11.502	3063.574	2745.779	0.062	11.627	3231.526	3095.593	0.264	12.577	6695.611	5575.943	-0.082	12.472	5522.095	5845.051	-1.080	11.257	1683.211	3558.368	-0.518	11.670	2723.035	3899.302	0.488	9.720	998.764	712.132	0.249	9.692	901.698	758.760	-0.586	10.500	1181.988	1774.258	-0.655	9.945	785.518	1236.889	-0.521	10.301	1053.153	1511.222
b1662	ribC																																												
b1663	mdtK	-0.766	9.961	764.303	1299.733	0.085	11.576	3144.250	2964.350	3.025	11.878	10738.464	1319.248	2.152	11.635	6704.900	1508.606	0.661	9.461	886.207	560.473	0.593	10.400	1659.462	1100.162	0.195	9.614	838.403	732.406	-0.137	8.764	414.578	455.877	-0.044	8.597	381.357	393.167	-0.382	8.698	363.800	474.084	0.170	9.737	905.142	804.529
b1664	ydhQ	1.349	12.959	12708.446	4988.879	-1.148	13.069	5772.578	12792.406	-0.951	13.474	8183.487	15820.417	-0.373	13.321	8992.459	11645.621	-1.543	11.285	1461.769	4259.593	-1.287	12.120	2849.514	6953.386	-1.070	10.214	819.727	1720.963	-0.835	10.220	892.990	1592.966	-0.064	11.455	2745.779	2870.328	-0.204	11.056	1983.730	2285.034	-0.055	12.821	7099.492	7375.371
b1665	valV																																												
b1666	valW																																												
b1667	ydhR	-0.404	11.552	2610.300	3453.875	0.505	11.533	3530.116	2487.533	1.188	12.560	9114.830	4000.598	0.157	12.818	7624.886	6838.670	0.189	9.724	902.949	792.079	0.114	10.561	1571.580	1452.175	0.167	9.917	1024.355	912.386	0.157	9.688	870.983	781.174	-0.123	10.374	1271.662	1384.837	0.678	10.014	1307.867	817.458	-0.189	12.216	4455.896	5079.603
b1668	ydhS	1.186	11.291	3779.553	1661.188	-0.965	11.528	2113.620	4125.920	-1.233	12.314	3321.226	7806.716	-0.942	12.230	3465.866	6658.585	-1.150	10.428	924.802	2052.263	-0.575	11.537	2434.652	3626.847	-1.078	9.665	558.727	1179.533	-1.217	9.759	568.296	1321.078	0.270	8.573	418.186	346.810	0.072	8.835	468.206	445.413	0.211	11.191	2515.274	2173.041
